#INFO	-ref=VIZ5b6c970a1bd80	
#Name: J/A+A/468/1115/table1
#Title: Thorium and argon line list
#Column	Lambda	(F11.6)	Vacuum wavelength	[ucd=em.wl]
#Column	e_Lambda	(F9.6)	Uncertainty on wavelength	[ucd=stat.error]
#Column	Intensity	(I7)	Line peak intensity (in e^-^)	[ucd=phot.flux.density]
#Column	preLambda	(F11.6)	Unkwn Previously-known wavelength	[ucd=em.wl]
#Column	ID	(a6)	Line identification (1)	[ucd=phys.atmol.ionStage]
Name,Obs_Wave,Obs_Unc,Rel_Intensity,Matched_Wave
ThI,3986.006467,0.000139,14718,3986.006582
ThII,3986.537598,0.000119,1360,3986.538718
NoID,3987.202925,0.000143,3613,3987.201291
Unkwn,3987.345548,0.000126,1052,
Unkwn,3987.539764,0.000154,1103,
NoID,3988.682289,0.000144,2168,3988.681939
ThII,3988.833304,0.000666,1606,3988.834025
Unkwn,3988.894641,0.002575,603,
ThI,3988.995046,0.000143,2870,3988.995192
ArII,3989.285697,0.000141,8045,3989.285147
ThII,3989.728070,0.000139,8996,3989.727680
ThII,3989.973197,0.000140,5134,3989.973675
Unkwn,3990.580769,0.000167,795,
ThI,3991.620924,0.000133,74179,3991.620726
ThI,3992.021496,0.000136,10855,3992.021594
NoID,3992.337929,0.000167,634,3992.336949
Unkwn,3992.567583,0.000172,553,
NoID,3992.748541,0.000141,3037,3992.750443
ThI,3992.859881,0.000133,42645,3992.859697
NoID,3992.960210,0.000147,1504,3992.962579
ArII,3993.182444,0.000136,24284,3993.181961
ThII,3993.402433,0.000121,3548,3993.401623
NoID,3994.428355,0.000135,9679,3994.428108
ThI,3994.643787,0.000142,2189,3994.644173
ThII,3994.853109,0.000128,1498,3994.852026
Unkwn,3994.960322,0.000163,513,
ThII,3995.679076,0.000131,123791,3995.678977
ArII,3995.921696,0.000137,243977,3995.921475
Unkwn,3996.460298,0.000184,420,
Unkwn,3997.085386,0.000160,508,
ThII,3997.191596,0.000114,11403,3997.191653
NoID,3997.328397,0.000117,3036,3997.326844
Unkwn,3997.441021,0.000171,512,
Unkwn,3997.561183,0.000132,983,
Unkwn,3997.639627,0.000124,1293,
ThI,3997.799658,0.000114,8783,3997.798796
NoID,3998.060812,0.000115,4835,3998.061244
ThI,3998.146834,0.000114,7898,3998.147163
NoID,3998.240007,0.000117,2754,3998.240902
Unkwn,3998.304665,0.000154,720,
NoID,3998.475819,0.000578,2163,3998.478387
Unkwn,3998.519186,0.005236,674,
ThII,3998.596827,0.000457,2313,3998.598987
ThII,3998.996148,0.000113,8679,3998.995852
NoID,3999.107970,0.000123,1232,3999.107383
ThI,3999.191893,0.000113,7463,3999.191763
ThI,3999.786833,0.000114,3955,3999.787147
ThI,3999.863976,0.000112,14877,3999.864085
Unkwn,3999.932270,0.000118,1935,
ThI,4000.083056,0.000111,18559,4000.083362
Unkwn,4000.155889,0.000134,785,
ArII,4000.382891,0.000112,5949,4000.382469
ThI,4001.411493,0.000110,27314,4001.412130
ThI,4001.575865,0.000112,4650,4001.576621
ThI,4001.878027,0.000116,1808,4001.880243
ThI,4002.189233,0.000109,82356,4002.189342
ArII,4002.269278,0.000118,1912,4002.268886
Unkwn,4002.599634,0.000143,542,
ThII,4002.865774,0.000111,3459,4002.865331
Unkwn,4002.953320,0.000121,1898,
ThI,4003.025075,0.000109,88946,4003.024958
NoID,4003.123692,0.000147,502,4003.127323
NoID,4003.670010,0.000146,550,4003.664618
ThII,4004.237505,0.000109,5995,4004.237460
ThI,4004.706475,0.000108,14964,4004.705914
Unkwn,4004.783417,0.000350,1463,
NoID,4005.783177,0.000156,450,4005.784401
ThI,4006.225271,0.000125,74528,4006.225161
Unkwn,4006.373532,0.000130,1228,
Unkwn,4006.433758,0.000800,709,
ArII,4006.494522,0.000130,14183,4006.495041
ThII,4006.661424,0.000360,4598,4006.661540
ThII,4006.707343,0.000464,3604,4006.706682
ThI,4007.094427,0.000128,8423,4007.094063
ThII,4007.513322,0.000128,6546,4007.513302
NoID,4007.864129,0.000116,1403,4007.864826
Unkwn,4008.069108,0.000150,623,
ThII,4008.152304,0.000155,13699,4008.151635
ThII,4008.198095,0.000611,1710,4008.194417
NoID,4008.919495,0.000142,729,4008.920457
NoID,4008.980309,0.000111,2270,4008.979248
NoID,4009.077684,0.000116,1448,4009.076356
ThI,4009.343399,0.000118,166675,4009.343358
ThI,4010.857225,0.000140,12953,4010.858002
Unkwn,4010.919732,0.001671,3988,
ThI,4010.953277,0.000390,10349,4010.952982
NoID,4011.426673,0.000118,1208,4011.424569
ArII,4012.343554,0.000127,8616,4012.343203
ThI,4012.725677,0.000123,37196,4012.725637
ThI,4013.326736,0.000129,2781,4013.325767
ThI,4013.629652,0.000116,294931,4013.629467
ArII,4014.991336,0.000128,161546,4014.990707
Unkwn,4015.048693,0.000294,8293,
ThI,4015.851153,0.000123,44482,4015.851223
ThI,4017.249289,0.000131,2234,4017.248119
NoID,4017.352168,0.000159,730,4017.353473
ThII,4017.435593,0.000152,818,4017.435687
NoID,4017.777736,0.000348,3637,4017.777944
NoID,4017.827304,0.000298,4746,4017.824774
ThI,4018.198215,0.000126,7982,4018.198114
NoID,4018.271595,0.000128,4229,4018.271741
ThI,4018.393682,0.000133,1887,4018.393780
ThI,4019.489015,0.000129,1759,4019.491204
ThI,4019.645403,0.000151,766,4019.644857
ThII,4020.264771,0.000114,506764,4020.264885
Unkwn,4020.505877,0.000139,1520,
NoID,4020.603268,0.000134,2086,4020.603518
ThI,4021.490226,0.000128,19055,4021.490443
NoID,4021.744887,0.000136,2334,4021.745514
ThI,4022.285872,0.000133,6072,4022.286282
ThI,4022.887225,0.000116,6394,4022.887284
NoID,4025.143329,0.000135,696,4025.144061
NoID,4025.309039,0.000148,739,4025.312372
ThI,4025.939677,0.000112,84537,4025.939936
NoID,4026.137384,0.000124,1494,4026.140668
Unkwn,4026.755626,0.003796,1396,
ThII,4026.793331,0.000287,8480,4026.793300
NoID,4027.023851,0.001168,422,4027.026713
ThII,4027.078919,0.000445,861,4027.082792
NoID,4027.887114,0.000249,612,4027.887936
NoID,4028.091000,0.000205,7567,4028.093373
ThI,4028.146805,0.000110,138441,4028.147162
Unkwn,4028.438264,0.001688,656,
ThII,4028.479167,0.000540,2326,4028.480000
Unkwn,4028.565109,0.001518,735,
Unkwn,4028.624182,0.001649,615,
ThI,4028.684366,0.000276,3399,4028.684702
ThII,4028.788970,0.000114,2427,4028.789634
Unkwn,4029.422767,0.000655,1440,
ThI,4029.472649,0.000265,4772,4029.472513
Unkwn,4029.529483,0.001482,458,
Unkwn,4029.676338,0.001684,907,
NoID,4029.724881,0.001317,880,4029.724327
ThI,4029.772572,0.001497,676,4029.767863
ThII,4029.837038,0.000118,1476,4029.837643
ThII,4030.459475,0.000118,1678,4030.460755
ThII,4030.658982,0.000114,2201,4030.658202
ThI,4030.796287,0.000109,18001,4030.796121
ThI,4030.964897,0.000108,41485,4030.964353
ThI,4031.352881,0.000117,1516,4031.351823
NoID,4031.431515,0.000108,51795,4031.431410
ThI,4031.981462,0.000109,534811,4031.981467
ThI,4033.735221,0.000115,48281,4033.734639
Unkwn,4034.909472,0.000349,18131,
ArII,4034.947891,0.000153,124005,4034.948985
ThI,4035.046172,0.000113,52195,4035.046737
ThII,4035.386199,0.000116,7992,4035.386058
NoID,4035.741868,0.000114,1542,4035.743661
ThI,4036.016485,0.000571,3524,4036.017566
ThII,4036.061954,0.000432,4696,4036.061939
Unkwn,4036.109729,0.000825,1067,
NoID,4036.493444,0.000126,1984,4036.491872
ArII,4036.600671,0.000116,89409,4036.599851
ThI,4036.871007,0.000115,11861,4036.870661
NoID,4036.972272,0.000122,2731,4036.970593
Unkwn,4037.074598,0.000140,2639,
ThI,4037.188251,0.000099,983847,4037.188285
ThI,4037.501485,0.000117,6092,4037.500792
ThII,4037.705972,0.000113,65556,4037.705727
ThI,4038.702798,0.000116,14678,4038.702221
ThI,4038.800705,0.000134,1148,4038.804331
ThI,4039.370148,0.000116,24650,4039.369668
ThI,4039.597928,0.000119,5112,4039.597394
ThI,4039.779400,0.000150,586,4039.777181
ArII,4039.945965,0.000119,20410,4039.944890
NoID,4040.102818,0.000125,3332,4040.101155
ThI,4040.164253,0.000126,3215,4040.164438
ThI,4040.411249,0.000123,2389,4040.410081
ThI,4041.007002,0.000118,24082,4041.006224
ThII,4041.534417,0.000124,2877,4041.534674
NoID,4042.057967,0.000136,7844,4042.057217
ThI,4042.115118,0.000202,3703,4042.115235
ThII,4042.345131,0.000122,15585,4042.345330
ArII,4043.323000,0.000129,2977,4043.322993
NoID,4043.410966,0.000154,1153,4043.410214
ArII,4044.036536,0.000127,497782,4044.035568
ThII,4044.272506,0.000126,14641,4044.272506
ThI,4044.537355,0.000121,189203,4044.537116
ArI,4045.560618,0.000132,625223,4045.560176
ThI,4046.069490,0.000134,9243,4046.069600
ThI,4046.369503,0.000135,9582,4046.369583
ThII,4046.770459,0.000473,3044,4046.770420
ArII,4046.819058,0.000226,11543,4046.819025
ArI,4047.108417,0.000140,51412,4047.108112
ThI,4047.394865,0.000143,4422,4047.395241
ThI,4047.968371,0.000120,3017,4047.967983
ThI,4048.203258,0.000127,1377,4048.202301
ThI,4049.431203,0.000116,25877,4049.431212
ThI,4049.576873,0.000116,20645,4049.576077
Unkwn,4049.647606,0.000122,2722,
ThI,4051.088594,0.000114,62829,4051.088750
NoID,4052.031497,0.000113,55731,4052.031472
ArII,4052.260814,0.000114,15381,4052.264716
NoID,4052.333850,0.000115,6791,4052.338185
Unkwn,4052.534623,0.000159,468,
ThI,4052.643584,0.000113,10292,4052.643564
ThI,4053.058489,0.000137,643,4053.058097
ArII,4054.065810,0.000112,582359,4054.065422
NoID,4054.820784,0.000114,3554,4054.820837
ThI,4054.985927,0.000150,478,4054.986756
ThI,4055.447164,0.000111,12531,4055.446930
ArI,4055.671547,0.000111,31092,4055.670732
Unkwn,4056.803718,0.000173,357,
ThI,4057.052213,0.000115,2021,4057.052841
ThI,4057.153250,0.000112,3727,4057.153396
ThI,4057.547008,0.000117,1509,4057.546263
ThI,4057.781703,0.000113,2479,4057.781823
ThII,4058.473030,0.000120,1564,4058.477185
NoID,4058.576639,0.000801,865,4058.574187
ThI,4058.622958,0.000936,719,4058.624378
ThI,4059.087002,0.000146,5795,4059.087322
NoID,4059.828664,0.000125,804,4059.827864
ThI,4060.081117,0.000121,1186,4060.082794
ThI,4060.399318,0.000136,102806,4060.399350
NoID,4060.650410,0.000141,595,4060.654368
ThI,4061.208457,0.000112,1989,4061.208306
ThI,4062.772100,0.000139,3807,4062.772500
ThI,4062.921624,0.000124,898,4062.921639
NoID,4063.017390,0.000136,637,4063.016640
NoID,4063.230019,0.000118,1110,4063.231125
NoID,4063.900495,0.000130,736,4063.900280
ThI,4064.554616,0.000129,137565,4064.554639
NoID,4064.741452,0.000135,9776,4064.741413
ThII,4064.839487,0.000141,1726,4064.839656
NoID,4064.983222,0.000130,790,4064.985690
ThI,4065.479346,0.000132,43722,4065.479342
NoID,4066.139800,0.000143,1486,4066.141699
ArII,4066.258289,0.000141,1921,4066.258875
ThI,4066.699248,0.000141,2361,4066.698971
ThI,4066.765281,0.000136,5215,4066.766877
Unkwn,4066.841881,0.000142,1944,
ThI,4067.037451,0.000140,1699,4067.037864
Unkwn,4067.317426,0.000186,675,
ThI,4067.582294,0.000145,1094,4067.583585
ThI,4067.970783,0.000135,4588,4067.970399
ThI,4068.111336,0.000142,1414,4068.109857
ThI,4068.599580,0.000130,66072,4068.599368
ThII,4069.025453,0.000141,1517,4069.024689
ThI,4069.620435,0.000139,1862,4069.619237
ThI,4069.853161,0.000142,1330,4069.854080
ThI,4070.258648,0.000136,2753,4070.258590
ThII,4070.350980,0.000130,53352,4070.350522
ThII,4070.451010,0.000148,1163,4070.455001
ThII,4070.910056,0.000136,2463,4070.909992
ThI,4071.189924,0.000134,4506,4071.189736
ThI,4071.265407,0.000142,1396,4071.265516
ThI,4071.387491,0.000129,58466,4071.387613
Unkwn,4071.467600,0.000139,2342,
NoID,4072.482886,0.000137,1209,4072.485021
ThI,4072.704464,0.000124,3228,4072.702861
ArII,4073.534713,0.000133,245550,4073.534201
ThII,4074.058701,0.000142,1899,4074.059110
ThI,4074.155741,0.000142,1886,4074.156543
Unkwn,4074.533032,0.000169,525,
Unkwn,4074.675847,0.000129,1494,
ThII,4074.861069,0.000142,2038,4074.860019
ThI,4075.006607,0.000134,26031,4075.006559
ThI,4075.112426,0.000125,1823,4075.112025
NoID,4075.199416,0.000140,855,4075.201685
NoID,4075.588664,0.000134,1074,4075.587824
Unkwn,4075.643787,0.000628,196,
ThII,4075.792407,0.000142,3010,4075.792525
NoID,4076.547006,0.000127,1431,4076.544045
ThI,4076.653713,0.000116,118507,4076.653744
Unkwn,4076.754749,0.000602,1430,
ThII,4076.862426,0.000120,2854,4076.861976
ThI,4077.057979,0.000116,10086,4077.057811
ArII,4077.779749,0.000115,114277,4077.779168
ArII,4078.094430,0.000115,72142,4078.094083
Unkwn,4078.717433,0.000647,619,
ThI,4078.773707,0.000123,2379,4078.773649
NoID,4079.021429,0.000123,1387,4079.019084
NoID,4079.130437,0.000120,1676,4079.131247
ThI,4079.376642,0.000133,754,4079.375177
ThI,4079.452843,0.000115,5557,4079.452976
NoID,4079.810973,0.000124,1125,4079.811059
NoID,4079.938668,0.000142,611,4079.942624
NoID,4080.026643,0.000114,10850,4080.026721
ThII,4080.286938,0.000119,1655,4080.287108
NoID,4081.378703,0.000125,1364,4081.377942
ThII,4081.445193,0.000162,1408,4081.446039
ThI,4081.510184,0.000112,32444,4081.510041
NoID,4082.393915,0.000116,2320,4082.394378
ThI,4082.520171,0.000111,55220,4082.520026
ThI,4082.744085,0.000112,6878,4082.743743
NoID,4082.806049,0.000127,1122,4082.802968
NoID,4083.234683,0.000111,11589,4083.234181
ThII,4083.411386,0.000113,3875,4083.409570
ArII,4083.540231,0.000110,111710,4083.539316
NoID,4084.018427,0.000115,2234,4084.018186
ThII,4084.541189,0.000143,676,4084.538327
ThI,4084.621705,0.000110,102976,4084.621596
NoID,4084.978248,0.000116,1598,4084.979452
NoID,4085.242358,0.000112,2620,4085.242190
Unkwn,4085.329594,0.000147,591,
ThII,4085.649550,0.000143,490,4085.651450
NoID,4085.771955,0.000126,7038,4085.772308
NoID,4085.854401,0.000130,688,4085.854475
NoID,4086.107924,0.000114,2138,4086.105838
ThII,4086.195678,0.000121,41152,4086.195366
ThI,4086.409475,0.000122,19301,4086.409683
ThI,4086.587059,0.000120,58357,4086.587432
NoID,4086.709093,0.000125,876,4086.709247
ThI,4087.199732,0.000113,1923,4087.199352
NoID,4087.346200,0.000120,1242,4087.347432
ThII,4087.567334,0.000115,1663,4087.565997
ThII,4087.674185,0.000114,191722,4087.674102
NoID,4087.844765,0.000123,5850,4087.846112
ThI,4088.318806,0.000123,4326,4088.318790
ThI,4088.438574,0.000118,35066,4088.438585
NoID,4089.058037,0.000135,577,4089.058015
ThI,4089.782614,0.000120,6742,4089.782705
ThI,4089.880444,0.000117,43776,4089.880640
ThI,4090.291899,0.000115,72039,4090.292202
NoID,4090.421849,0.000127,968,4090.419843
NoID,4091.195360,0.000133,690,4091.196049
NoID,4091.358996,0.000148,535,4091.358095
Unkwn,4091.863429,0.000188,400,
NoID,4092.182156,0.000124,2154,4092.183187
ThI,4092.502039,0.000134,7878,4092.502490
Unkwn,4092.562890,0.000277,660,
ThII,4092.684160,0.000152,1125,4092.684589
ThI,4092.744336,0.000123,3307,4092.744655
ThI,4092.891443,0.000120,5421,4092.891764
Unkwn,4093.001662,0.000206,535,
NoID,4093.060823,0.000169,853,4093.060863
ThI,4093.142010,0.000120,4257,4093.142955
ThII,4094.547535,0.000119,5371,4094.547508
ThI,4094.827083,0.000116,35948,4094.826837
NoID,4095.714707,0.000125,1710,4095.715612
NoID,4095.807649,0.000153,769,4095.806115
ThII,4095.903150,0.000111,211839,4095.902812
ThI,4096.057052,0.000118,7483,4096.056053
ThI,4097.232644,0.000115,39883,4097.232070
NoID,4097.352042,0.000131,1103,4097.353966
NoID,4097.487553,0.000124,1672,4097.488042
ThI,4098.090364,0.000129,1239,4098.089527
ArII,4098.292710,0.000118,51465,4098.291791
ArII,4098.359300,0.000144,20690,4098.358455
ThI,4098.903818,0.000110,244936,4098.903861
ThII,4100.089852,0.000118,13038,4100.089600
NoID,4100.375697,0.000132,1291,4100.375991
ArII,4100.612832,0.000120,10962,4100.612514
ThI,4100.709257,0.000119,12489,4100.709841
ThI,4100.838712,0.000123,2843,4100.838386
ThI,4101.150432,0.000123,3808,4101.150749
ThI,4101.498481,0.000109,605291,4101.498605
ThI,4102.076271,0.000123,10466,4102.076481
Unkwn,4102.395786,0.000131,1272,
Unkwn,4102.481015,0.000145,811,
Unkwn,4102.710349,0.000157,570,
NoID,4103.452938,0.000123,1977,4103.452957
ThI,4103.775563,0.000117,43718,4103.775588
ThI,4103.977139,0.000118,5793,4103.977824
NoID,4104.172595,0.000138,743,4104.172938
ThII,4104.267777,0.000134,890,4104.267976
Unkwn,4104.363195,0.001830,363,
ThII,4104.419964,0.000327,1762,4104.420665
Unkwn,4104.563911,0.000866,863,
NoID,4104.618135,0.000318,3042,4104.618230
ArII,4104.990674,0.000116,253450,4104.990400
ArII,4105.070326,0.000116,560599,4105.069955
ThII,4105.539847,0.000116,10536,4105.540421
NoID,4105.995935,0.000116,14386,4105.996969
Unkwn,4106.074052,0.000140,654,
ThII,4106.636662,0.000118,2771,4106.634312
NoID,4106.731149,0.000121,1961,4106.731352
NoID,4106.810636,0.000119,2440,4106.811312
ThI,4107.194262,0.000118,2828,4107.193833
NoID,4107.509164,0.000119,1984,4107.511029
NoID,4108.209289,0.000113,41591,4108.209583
ThI,4108.445362,0.000114,11986,4108.445441
ThII,4108.530791,0.000117,2566,4108.531173
ThII,4108.949524,0.000118,2102,4108.951917
ThI,4109.020469,0.000113,27104,4109.020634
ThI,4109.343811,0.000124,1045,4109.343567
ThII,4109.579060,0.000112,110300,4109.579184
Unkwn,4109.680527,0.000144,811,
ThI,4110.483198,0.000112,63418,4110.482975
NoID,4110.632954,0.000121,1201,4110.633187
NoID,4110.884315,0.000118,1698,4110.885344
ThII,4111.236131,0.000136,702,4111.234109
ThI,4111.330468,0.001007,855,4111.332736
NoID,4111.380368,0.001173,644,4111.377192
ThII,4111.673345,0.000251,3333,4111.674105
Unkwn,4111.722899,0.000948,581,
ThII,4111.795314,0.000111,11722,4111.795104
ThI,4111.986747,0.000119,54594,4111.985957
Unkwn,4112.032140,0.000353,4677,
ThII,4112.131433,0.000165,387,4112.132254
Unkwn,4112.247380,0.001662,628,
ThII,4112.294779,0.000721,1466,4112.294796
ThI,4112.775896,0.000114,2421,4112.775715
ThI,4113.266309,0.000113,2813,4113.265596
NoID,4113.362784,0.000118,1394,4113.361901
ThII,4113.478078,0.000163,1683,4113.474877
NoID,4113.548386,0.000151,2361,4113.550700
NoID,4114.251795,0.000124,1329,4114.252936
NoID,4114.669560,0.001617,661,4114.672448
ThII,4114.718715,0.000493,2537,4114.718195
ThI,4114.917278,0.000161,516,4114.913790
ThI,4115.035241,0.000145,2520,4115.035098
ThI,4115.221080,0.000129,804,4115.222425
ArII,4115.650639,0.000147,2476,4115.649504
ThII,4116.814769,0.000364,811,4116.812530
ThI,4116.920073,0.000132,141174,4116.920221
ArII,4117.534710,0.000141,6808,4117.536140
ThII,4117.874932,0.000132,123014,4117.875199
ThI,4119.386411,0.000134,743,4119.385713
NoID,4119.488735,0.000112,2063,4119.488448
ThI,4119.651774,0.000136,11713,4119.651284
NoID,4119.935763,0.000145,1302,4119.936221
Unkwn,4120.558650,0.000157,898,
NoID,4120.637614,0.000144,1686,4120.635324
ThI,4121.524708,0.000474,2269,4121.524859
ThI,4121.572095,0.000419,2778,4121.571777
ThII,4123.018042,0.000145,1316,4123.017330
NoID,4123.678583,0.000165,558,4123.676259
ThII,4124.128831,0.000139,1650,4124.128566
ThII,4124.693580,0.000134,7234,4124.694089
ThI,4124.764664,0.000132,17496,4124.764235
ThI,4124.889268,0.000132,12372,4124.889017
ThI,4125.204201,0.000132,15210,4125.203762
ThI,4125.272221,0.000160,867,4125.274062
NoID,4125.395945,0.000170,586,4125.396390
ThII,4125.677348,0.000142,1444,4125.676489
Unkwn,4125.746951,0.000179,572,
ThII,4125.829940,0.000139,1735,4125.829516
NoID,4125.942233,0.000135,2839,4125.942258
NoID,4126.053771,0.000148,919,4126.053186
NoID,4126.868525,0.000111,3278,4126.863055
Unkwn,4126.996804,0.000518,377,
NoID,4127.132499,0.000783,871,4127.133372
Unkwn,4127.200011,0.000500,1771,
NoID,4127.513637,0.000136,2542,4127.513878
Unkwn,4128.394122,0.000174,614,
ThI,4128.507536,0.000135,8582,4128.506162
NoID,4128.576049,0.000129,88249,4128.576284
NoID,4129.114619,0.000174,475,4129.114146
ThI,4129.214517,0.000133,16661,4129.214383
NoID,4129.286366,0.000179,1185,4129.286217
NoID,4129.646607,0.000224,433,4129.646281
ArII,4129.804770,0.000136,35929,4129.804462
NoID,4130.610679,0.000163,970,4130.607888
NoID,4130.676413,0.000139,19439,4130.676512
ArII,4130.847233,0.000119,11216,4130.846991
NoID,4131.018206,0.000182,1316,4131.018712
ThII,4131.080951,0.000909,505,4131.082708
NoID,4131.489708,0.000118,9792,4131.489837
Unkwn,4131.676218,0.000131,1268,
NoID,4131.955848,0.000132,1131,4131.953232
ThI,4132.167339,0.000117,182454,4132.167356
ThI,4132.373701,0.000120,3993,4132.373255
ThII,4132.595528,0.000118,8622,4132.591931
Unkwn,4133.223995,0.000126,2100,
ThI,4133.571623,0.000130,1058,4133.571331
ThI,4133.786331,0.000116,15353,4133.786529
ThII,4133.918440,0.000116,37795,4133.919069
ThI,4135.123535,0.000115,24432,4135.122881
ThI,4135.233665,0.000115,232856,4135.234149
Unkwn,4135.286573,0.000183,14500,
ThI,4135.490010,0.000115,15436,4135.489658
ThI,4136.465578,0.000127,933,4136.465436
ThI,4136.646223,0.000114,27634,4136.646437
Unkwn,4136.943626,0.000144,515,
ThI,4137.298025,0.000119,2000,4137.297919
ThI,4137.451955,0.000113,25138,4137.452134
NoID,4137.559552,0.000217,22016,4137.562483
NoID,4137.602727,0.000148,44896,4137.602851
ThI,4139.207662,0.000112,26433,4139.207715
NoID,4139.460592,0.000123,1034,4139.461625
Unkwn,4139.532229,0.000175,412,
ThI,4139.942475,0.000115,3286,4139.945303
ThII,4140.008976,0.000586,1750,4140.009611
ThI,4140.056908,0.000287,4582,4140.057379
ThI,4140.480334,0.000120,1179,4140.480937
NoID,4140.633491,0.000113,3669,4140.633692
Unkwn,4141.098421,0.000155,466,
ThII,4141.402665,0.000135,25165,4141.402712
ThII,4141.552612,0.000137,8169,4141.553254
Unkwn,4142.181218,0.000136,619,
ThII,4142.799359,0.000138,4667,4142.800202
ThI,4142.887298,0.000138,4007,4142.885383
Unkwn,4143.003732,0.007415,456,
NoID,4143.034010,0.001724,1164,4143.033595
ThI,4143.493218,0.000108,16962,4143.493351
ThII,4143.642890,0.000109,18332,4143.642397
Unkwn,4143.691519,0.000676,1010,
ThII,4143.869238,0.000132,70366,4143.869308
NoID,4144.058068,0.000146,530,4144.059905
ThII,4144.143472,0.000134,942,4144.140981
NoID,4144.211863,0.000118,1641,4144.214109
Unkwn,4144.353073,0.000199,564,
ThI,4144.505588,0.000236,1686,4144.506886
Unkwn,4144.576412,0.000874,728,
Unkwn,4145.038424,0.000141,3409,
NoID,4145.206591,0.000127,931,4145.207824
ArII,4145.412334,0.000140,5735,4145.412824
ThI,4145.507925,0.000139,5697,4145.507392
ThI,4145.624037,0.000151,1468,4145.622743
ThI,4145.743375,0.000140,3884,4145.744717
ThI,4146.217162,0.000119,1240,4146.214668
ThI,4146.466001,0.000440,2829,4146.465725
NoID,4146.509583,0.001049,983,4146.508485
ThI,4148.139177,0.000393,1463,4148.139279
Unkwn,4148.191990,0.000570,657,
ArII,4148.550434,0.000148,1852,4148.551429
ThI,4148.710020,0.000143,7166,4148.709186
ThII,4149.195620,0.000159,806,4149.195614
ThII,4149.351433,0.000142,19352,4149.351354
ThII,4149.516868,0.000146,3040,4149.516335
ThI,4150.000693,0.000144,7323,4150.001316
NoID,4150.614336,0.000158,936,4150.615596
NoID,4150.788573,0.000159,907,4150.785278
ThII,4151.157539,0.000186,24078,4151.157269
Unkwn,4151.204928,0.000350,6856,
ThI,4151.259214,0.000146,52904,4151.259354
ThII,4151.538948,0.000160,858,4151.538857
ThII,4151.653955,0.000174,616,4151.654009
ThI,4151.769754,0.000191,1278,4151.770598
NoID,4151.830197,0.000342,1260,4151.827499
ThI,4152.315995,0.000146,5710,4152.315813
Unkwn,4154.087556,0.000137,1315,
NoID,4154.325882,0.000313,2281,4154.325878
ThI,4154.379073,0.000615,1128,4154.377844
ThI,4154.745357,0.000511,2873,4154.745559
Unkwn,4154.788418,0.002045,881,
Unkwn,4155.472713,0.000192,352,
NoID,4155.551526,0.000134,1225,4155.549619
NoID,4155.670317,0.000162,976,4155.670796
ThI,4155.892027,0.000145,19537,4155.891980
ThI,4156.183566,0.000141,905,4156.183162
NoID,4156.826789,0.000136,1434,4156.824052
NoID,4156.896578,0.000149,844,4156.897300
ArII,4157.257546,0.000147,94769,4157.257269
Unkwn,4157.644083,0.000612,3739,
ThII,4157.687929,0.000188,24715,4157.688519
NoID,4158.452818,0.000148,21707,4158.452545
ThI,4158.532573,0.000772,6013,4158.531660
ThI,4158.568805,0.000371,14262,4158.567942
NoID,4158.711025,0.000156,1801,4158.712142
NoID,4158.929534,0.000157,1413,4158.931660
ThI,4160.326509,0.000119,6713,4160.326347
ThII,4160.833440,0.000119,6135,4160.832676
ThI,4160.940669,0.000120,4374,4160.939117
NoID,4161.235647,0.000131,1211,4161.234193
NoID,4161.912753,0.000120,2804,4161.913796
