#INFO	-ref=VIZ5b6c970a1bd80	
#Name: J/A+A/468/1115/table1
#Title: Thorium and argon line list
#Column	Lambda	(F11.6)	Vacuum wavelength	[ucd=em.wl]
#Column	e_Lambda	(F9.6)	Uncertainty on wavelength	[ucd=stat.error]
#Column	Intensity	(I7)	Line peak intensity (in e^-^)	[ucd=phot.flux.density]
#Column	preLambda	(F11.6)	Unkwn Previously-known wavelength	[ucd=em.wl]
#Column	ID	(a6)	Line identification (1)	[ucd=phys.atmol.ionStage]
Name,Obs_Wave,Obs_Unc,Rel_Intensity,Matched_Wave
NoID,5060.308923,0.000141,3680,5060.308734
Unkwn,5060.439959,0.000513,1044,
NoID,5060.565067,0.000142,3142,5060.562996
Unkwn,5060.800562,0.000161,1319,
ThI,5061.161972,0.000180,3327,5061.159097
ThI,5061.271645,0.000138,260141,5061.271781
ArI,5061.490638,0.000138,112185,5061.488045
Unkwn,5062.404921,0.000338,705,
NoID,5062.509336,0.000138,6951,5062.509360
Unkwn,5062.574778,0.000788,801,
ThII,5062.633466,0.000137,16015,5062.633612
ThI,5063.067277,0.000136,80876,5063.067364
ThI,5063.907416,0.000138,4585,5063.906474
Unkwn,5064.051956,0.000409,719,
Unkwn,5064.131599,0.000139,3784,
Unkwn,5064.235866,0.000604,1163,
ThI,5064.343902,0.000135,46334,5064.343984
Unkwn,5064.466422,0.001062,515,
ThI,5064.926300,0.000135,104310,5064.927380
ThI,5065.076547,0.000151,1314,5065.074995
ThI,5065.411263,0.000153,72755,5065.410584
ThI,5065.463455,0.000270,17405,5065.461850
ThI,5066.013691,0.000134,524318,5066.014013
ThI,5066.356930,0.000134,576838,5066.357453
ThI,5066.604170,0.000133,325229,5066.604724
Unkwn,5066.900320,0.000139,3075,
ThI,5067.547767,0.000133,132988,5067.547931
NoID,5068.012799,0.000138,2300,5068.013245
ThI,5068.189718,0.000132,69166,5068.189859
Unkwn,5068.256475,0.000399,1586,
ThI,5068.371875,0.000134,5577,5068.372292
Unkwn,5068.463766,0.000644,849,
ThI,5068.550435,0.000132,61350,5068.550524
Unkwn,5069.744712,0.005793,799,
Unkwn,5069.798232,0.000334,4875,
Unkwn,5069.947493,0.000545,737,
ThI,5070.241521,0.000131,26910,5070.242429
ThI,5070.363929,0.000134,3673,5070.359400
ThI,5070.503847,0.000132,4600,5070.505274
ThI,5070.748062,0.000130,27480,5070.751640
Unkwn,5071.269797,0.000670,613,
ThI,5071.865397,0.000131,4488,5071.866111
ThI,5072.192117,0.000183,9034,5072.191616
Unkwn,5072.393991,0.000166,10202,
Unkwn,5072.673134,0.000183,8669,
Unkwn,5072.886155,0.000179,2877,
Unkwn,5073.289406,0.000196,943,
ThII,5073.891471,0.000147,989,5073.891797
ThII,5074.045423,0.000174,3172,5074.042895
ThI,5074.296500,0.000181,4468,5074.295604
Unkwn,5075.395916,0.000214,917,
ThI,5076.061413,0.000178,19357,5076.061147
ThII,5076.881251,0.000179,9772,5076.880728
Unkwn,5077.557399,0.000322,958,
ThII,5078.007913,0.000187,1501,5078.007359
Unkwn,5078.229216,0.000206,720,
Unkwn,5079.448566,0.000183,13007,
ThII,5080.555414,0.000187,2718,5080.553213
Unkwn,5082.500327,0.001814,1012,
Unkwn,5082.553078,0.003264,616,
ThI,5082.862815,0.000186,81412,5082.862657
NoID,5083.009570,0.000193,3692,5083.010879
Unkwn,5083.117424,0.000748,926,
ThI,5083.188292,0.000266,2402,5083.188334
Unkwn,5083.421574,0.000493,2629,
ThI,5083.504581,0.000325,3581,5083.503535
ThI,5084.040020,0.000195,14230,5084.039142
Unkwn,5084.478409,0.000224,636,
ThI,5085.454585,0.000159,2452,5085.451373
NoID,5085.843192,0.000139,2274,5085.843676
Unkwn,5086.120709,0.000401,2148,
ThI,5086.212804,0.000211,14078,5086.213247
ThI,5086.411633,0.000210,50172,5086.410950
ThI,5087.257317,0.000153,5711,5087.256859
NoID,5087.458470,0.000158,2127,5087.457930
ThI,5087.594506,0.000152,9961,5087.595161
Unkwn,5087.689524,0.000218,948,
NoID,5088.253343,0.000153,5052,5088.252975
Unkwn,5088.908363,0.000156,2672,
Unkwn,5089.054521,0.000202,529,
Unkwn,5089.161366,0.000401,818,
Unkwn,5089.254823,0.000866,399,
ThII,5090.637963,0.000152,3690,5090.637762
Unkwn,5090.764475,0.000162,1244,
Unkwn,5090.927884,0.000204,511,
Unkwn,5091.042274,0.000459,414,
ThI,5091.470650,0.000148,31120,5091.470041
Unkwn,5092.771979,0.000438,493,
Unkwn,5092.907651,0.002030,207,
NoID,5095.376493,0.000155,2523,5095.377804
ThI,5095.968154,0.000147,3399,5095.966217
NoID,5096.109826,0.000146,7745,5096.109699
Unkwn,5096.256784,0.000153,1754,
NoID,5096.484618,0.000145,42246,5096.483959
ThI,5096.577073,0.000201,2858,5096.577026
ThI,5096.646388,0.000316,2033,5096.645445
Unkwn,5097.064561,0.000153,1345,
Unkwn,5097.275914,0.000145,8402,
ThI,5097.905358,0.000143,401838,5097.905245
Unkwn,5097.998168,0.000592,1475,
NoID,5098.221408,0.000586,2633,5098.223781
Unkwn,5098.281559,0.000623,2304,
ThI,5099.065977,0.000150,1863,5099.064940
Unkwn,5099.137061,0.002128,203,
ThII,5099.464196,0.000142,67001,5099.464026
NoID,5100.016377,0.000275,5112,5100.015434
ThII,5100.078777,0.000644,1422,5100.079289
ThI,5100.356278,0.000142,25930,5100.352626
ThI,5100.452379,0.000142,18870,5100.453144
Unkwn,5100.822159,0.000756,1338,
Unkwn,5100.880631,0.002731,299,
Unkwn,5101.531790,0.000150,1407,
Unkwn,5102.002527,0.000721,46044,
ThI,5102.043024,0.000146,418332,5102.042691
Unkwn,5102.150638,0.000320,2992,
ThI,5102.551123,0.000140,88276,5102.551592
ThI,5102.766913,0.000140,10383,5102.766919
NoID,5102.913831,0.000145,2071,5102.912243
NoID,5103.823604,0.000141,3160,5103.823431
Unkwn,5103.935613,0.000870,498,
Unkwn,5104.025702,0.000249,716,
NoID,5104.155867,0.000140,5433,5104.157844
Unkwn,5105.122347,0.002013,396,
ThII,5105.188031,0.000357,2862,5105.187696
NoID,5105.299932,0.000806,2022,5105.303757
Unkwn,5105.353354,0.001501,862,
Unkwn,5105.480681,0.000185,437,
Unkwn,5105.710544,0.000153,1075,
Unkwn,5105.984342,0.000757,5883,
Unkwn,5106.029226,0.001028,3743,
Unkwn,5106.554154,0.000163,860,
Unkwn,5107.370880,0.000167,740,
Unkwn,5107.445857,0.000172,922,
ThI,5108.090461,0.000136,7537,5108.092081
Unkwn,5109.061758,0.000139,2276,
NoID,5109.212193,0.000513,2031,5109.213292
Unkwn,5109.271520,0.000687,1384,
Unkwn,5109.387153,0.000166,841,
Unkwn,5109.945480,0.001095,533,
Unkwn,5110.021233,0.000515,1482,
Unkwn,5110.318481,0.000160,730,
Unkwn,5110.430308,0.000154,1898,
ThI,5111.156460,0.000133,21812,5111.157113
Unkwn,5111.246365,0.000168,646,
Unkwn,5111.351680,0.000156,767,
ThI,5111.470184,0.000133,8476,5111.471377
Unkwn,5111.561146,0.000162,832,
Unkwn,5111.644535,0.000137,4194,
Unkwn,5111.836194,0.000132,23722,
ThI,5111.977364,0.000132,17400,5111.977013
Unkwn,5112.141411,0.000141,2459,
ThII,5112.284688,0.000133,11076,5112.288033
Unkwn,5112.373911,0.000201,3323,
ThI,5112.485498,0.000132,36787,5112.485441
Unkwn,5112.601985,0.000173,1425,
ThI,5112.702183,0.000131,150412,5112.702497
Unkwn,5112.847923,0.000152,1267,
Unkwn,5112.994115,0.000134,5338,
ThI,5113.103053,0.000133,4661,5113.105498
Unkwn,5113.236203,0.000142,1887,
Unkwn,5113.348962,0.000144,2616,
Unkwn,5113.493054,0.000138,2068,
Unkwn,5113.627315,0.000146,1535,
Unkwn,5113.765001,0.000138,1753,
Unkwn,5113.902181,0.000140,1656,
Unkwn,5114.039653,0.000140,1579,
NoID,5114.174780,0.000133,3755,5114.172207
Unkwn,5114.322574,0.000139,1585,
ThI,5114.469080,0.000133,3511,5114.471749
Unkwn,5114.628081,0.000668,1754,
ThI,5114.719973,0.000210,12085,5114.719528
ThII,5114.805856,0.000190,17935,5114.807140
Unkwn,5114.916873,0.000531,1716,
Unkwn,5115.051223,0.000142,1517,
Unkwn,5115.349715,0.000192,1602,
ThI,5115.493399,0.000186,6236,5115.491662
Unkwn,5115.658108,0.000746,1388,
Unkwn,5115.722561,0.000716,1463,
Unkwn,5115.812864,0.000150,1409,
ThI,5116.469871,0.000163,864378,5116.470176
ThI,5116.948965,0.000182,3203,5116.951666
Unkwn,5117.272103,0.000195,522,
Unkwn,5117.422990,0.001900,1334,
NoID,5117.481921,0.000504,4570,5117.485125
NoID,5117.722028,0.000177,15203,5117.721698
Unkwn,5117.829815,0.000229,1556,
NoID,5118.718366,0.000176,29020,5118.718279
NoID,5118.802248,0.000309,5208,5118.799452
Unkwn,5119.906047,0.000712,1990,
Unkwn,5119.988221,0.000652,1807,
Unkwn,5120.099505,0.000685,1949,
Unkwn,5120.184507,0.000648,1936,
Unkwn,5120.301061,0.000504,2371,
Unkwn,5120.393643,0.000646,1450,
Unkwn,5120.498644,0.000137,2523,
Unkwn,5120.606205,0.000142,1384,
Unkwn,5120.708969,0.000134,2313,
NoID,5121.087955,0.000172,3413,5121.093138
Unkwn,5121.186118,0.000191,738,
ThI,5121.294532,0.000170,6344,5121.294244
Unkwn,5121.832615,0.002931,487,
Unkwn,5121.882998,0.001115,1447,
Unkwn,5122.002854,0.001744,801,
Unkwn,5122.090548,0.001235,2196,
NoID,5122.140913,0.001692,1509,5122.140619
Unkwn,5122.697933,0.000982,2451,
NoID,5122.751497,0.000259,14303,5122.751683
ArII,5122.907122,0.000169,7156,5122.907175
Unkwn,5123.024379,0.000641,748,
Unkwn,5123.117925,0.000184,1508,
Unkwn,5123.536049,0.000176,1505,
Unkwn,5123.652733,0.000182,1434,
Unkwn,5123.747349,0.000176,1574,
ThI,5123.927156,0.000166,41596,5123.926859
Unkwn,5124.022784,0.000736,1495,
ThII,5124.325529,0.000552,1473,5124.323965
Unkwn,5124.408633,0.000277,5203,
Unkwn,5124.838679,0.000196,1215,
Unkwn,5124.912322,0.000816,504,
Unkwn,5125.059691,0.000177,1648,
Unkwn,5125.286331,0.000182,1258,
Unkwn,5125.509561,0.000160,1147,
NoID,5125.674165,0.000305,5199,5125.673860
Unkwn,5125.740084,0.001011,993,
Unkwn,5125.961999,0.000189,1043,
NoID,5126.430645,0.000934,1767,5126.424603
Unkwn,5126.489333,0.001607,1003,
ThI,5126.726731,0.000727,2056,5126.724346
NoID,5126.779924,0.000770,2028,5126.780514
ThI,5126.917805,0.000176,34886,5126.917641
ThI,5127.378557,0.000173,320386,5127.378542
NoID,5128.084431,0.000189,3977,5128.081108
Unkwn,5129.226317,0.000154,10168,
ThI,5129.919359,0.000153,134194,5129.918653
Unkwn,5129.998659,0.000509,4000,
NoID,5130.174158,0.000155,4283,5130.174063
Unkwn,5130.522881,0.000155,4619,
ThI,5130.631777,0.000155,4762,5130.631891
Unkwn,5130.881289,0.000168,1228,
ThI,5130.981949,0.000154,6073,5130.981226
ThI,5131.087731,0.000159,2191,5131.085298
ThII,5131.276161,0.000158,2721,5131.274499
ThI,5131.663902,0.000152,14439,5131.663238
Unkwn,5131.916420,0.000168,1228,
ThII,5132.502830,0.000234,12001,5132.501690
Unkwn,5132.575857,0.001679,2005,
NoID,5133.137086,0.000157,2098,5133.137231
Unkwn,5133.235169,0.000889,408,
Unkwn,5133.336908,0.001351,635,
ThI,5133.422299,0.000586,8163,5133.422265
Unkwn,5133.472985,0.004205,1692,
Unkwn,5133.578505,0.000642,1622,
ThII,5133.671073,0.000543,1885,5133.668932
Unkwn,5134.071953,0.000778,1057,
ThI,5134.171690,0.000151,6837,5134.172327
NoID,5134.282076,0.000154,2550,5134.281063
Unkwn,5134.412217,0.001060,473,
NoID,5134.536241,0.000155,18890,5134.535299
NoID,5134.607957,0.000283,6264,5134.606851
Unkwn,5135.032857,0.000230,682,
Unkwn,5135.118782,0.001216,666,
ThI,5135.180959,0.000312,4123,5135.180916
Unkwn,5135.337950,0.001275,467,
ThI,5135.763352,0.000272,1234,5135.769274
ThI,5136.000894,0.000157,3005,5136.001288
ThI,5136.177080,0.000148,289255,5136.176685
ThI,5137.018992,0.000376,2325,5137.015347
Unkwn,5137.177783,0.000612,843,
Unkwn,5137.295685,0.000161,1385,
Unkwn,5137.421852,0.000738,997,
Unkwn,5137.492971,0.001580,902,
ThI,5137.551761,0.000228,12732,5137.552048
Unkwn,5137.664652,0.000160,1111,
Unkwn,5137.810719,0.000352,1686,
Unkwn,5137.920478,0.000161,1314,
Unkwn,5138.045000,0.000171,1174,
Unkwn,5138.132885,0.005373,567,
Unkwn,5138.175794,0.001634,1092,
Unkwn,5138.306439,0.000157,1157,
Unkwn,5138.435619,0.000155,1453,
Unkwn,5138.573912,0.000158,1278,
Unkwn,5138.715951,0.000172,1633,
Unkwn,5138.835035,0.002233,1100,
ThI,5138.905252,0.000146,83068,5138.904644
Unkwn,5138.982481,0.000350,2859,
NoID,5139.139457,0.000148,5029,5139.140455
Unkwn,5139.271207,0.000153,1542,
Unkwn,5139.707042,0.000158,1336,
Unkwn,5139.790510,0.001662,340,
Unkwn,5139.858519,0.000575,1269,
Unkwn,5140.007537,0.000153,1482,
Unkwn,5140.324723,0.002036,1616,
Unkwn,5140.389147,0.000603,3673,
ThI,5140.491438,0.000147,4597,5140.492963
Unkwn,5141.108810,0.000163,743,
Unkwn,5141.203368,0.001487,395,
Unkwn,5141.267560,0.000305,3672,
Unkwn,5141.436086,0.001118,609,
Unkwn,5141.497171,0.001412,610,
Unkwn,5141.562739,0.000630,2664,
Unkwn,5141.618413,0.003139,431,
Unkwn,5141.770650,0.000190,463,
ThII,5142.149860,0.000242,22958,5142.149424
ThI,5142.205828,0.000155,95927,5142.205852
ThI,5142.697138,0.000237,7292,5142.697381
Unkwn,5143.811719,0.000295,2380,
Unkwn,5143.891716,0.000158,2477,
Unkwn,5143.976191,0.000150,2027,
Unkwn,5144.071466,0.000578,2602,
Unkwn,5144.143806,0.000771,1921,
Unkwn,5144.253838,0.000150,2121,
Unkwn,5144.346714,0.000149,1789,
Unkwn,5144.447855,0.000147,2272,
Unkwn,5144.545135,0.000153,1438,
ThII,5144.700312,0.000141,101523,5144.700251
Unkwn,5144.828200,0.000142,27526,
Unkwn,5144.975511,0.000175,1699,
Unkwn,5145.067277,0.000485,1762,
ThI,5145.246296,0.000142,13628,5145.248699
ThI,5145.349365,0.000141,296611,5145.349618
Unkwn,5145.440285,0.000386,2108,
Unkwn,5145.577932,0.001993,862,
Unkwn,5145.629701,0.001412,1203,
Unkwn,5145.706034,0.000676,865,
Unkwn,5145.832664,0.000147,1829,
Unkwn,5145.970632,0.000881,812,
Unkwn,5146.030956,0.000750,1012,
NoID,5146.104246,0.000155,2261,5146.105209
Unkwn,5146.237898,0.000156,1798,
ThII,5146.470845,0.000140,34760,5146.471725
ArII,5146.742043,0.000140,397295,5146.741474
ThI,5147.489213,0.000139,25535,5147.489366
Unkwn,5147.918136,0.000151,1136,
Unkwn,5148.135310,0.000151,1183,
ThII,5148.518562,0.001505,1374,5148.521882
ThI,5148.568597,0.000333,8386,5148.568535
Unkwn,5148.788137,0.000223,1616,
Unkwn,5148.898078,0.000817,738,
Unkwn,5149.023759,0.000150,1109,
Unkwn,5149.250477,0.000144,1694,
Unkwn,5149.396471,0.000174,868,
Unkwn,5149.477373,0.000162,1171,
ThII,5149.645837,0.000138,30350,5149.645691
Unkwn,5149.713673,0.000673,998,
Unkwn,5149.936824,0.000151,964,
Unkwn,5150.180078,0.000146,1586,
Unkwn,5150.329911,0.000659,1039,
Unkwn,5150.399361,0.000586,1268,
Unkwn,5150.522161,0.001539,407,
ThI,5150.641429,0.000137,28370,5150.641375
Unkwn,5151.124590,0.000161,1132,
ThI,5151.241944,0.000137,11678,5151.242674
Unkwn,5151.346139,0.000633,1117,
Unkwn,5151.607680,0.000164,712,
ThII,5153.293496,0.000135,19838,5153.294431
Unkwn,5153.400826,0.000136,5793,
Unkwn,5154.148903,0.000205,779,
ArII,5154.296309,0.000136,5136,5154.295671
Unkwn,5154.405638,0.000175,1261,
Unkwn,5154.571148,0.000140,7707,
NoID,5154.666833,0.000335,2198,5154.667473
Unkwn,5154.814538,0.006285,473,
Unkwn,5154.862295,0.001388,1335,
ThII,5154.953095,0.000137,3069,5154.952937
Unkwn,5155.040178,0.000482,423,
ThI,5155.677825,0.000132,653354,5155.678789
Unkwn,5156.263485,0.001087,559,
ThII,5156.333717,0.000133,8955,5156.334520
ThI,5156.518890,0.000135,3662,5156.519657
NoID,5157.348515,0.000140,1876,5157.348325
Unkwn,5157.482258,0.000146,1191,
NoID,5158.045276,0.000183,1749,5158.046011
Unkwn,5158.712311,0.000421,802,
ThI,5158.862759,0.000273,9166,5158.862422
Unkwn,5158.917965,0.000689,2324,
Unkwn,5159.013148,0.000199,665,
Unkwn,5159.109748,0.000210,1119,
ThI,5160.041727,0.000164,1602191,5160.041100
Unkwn,5160.593256,0.000225,956,
ThI,5160.779673,0.000174,2212,5160.776269
ThI,5160.890055,0.000254,11712,5160.890637
Unkwn,5160.952555,0.000725,2820,
ThI,5161.057057,0.000163,35077,5161.057509
Unkwn,5161.154624,0.000348,3546,
Unkwn,5161.448331,0.000201,628,
Unkwn,5161.561015,0.000192,592,
Unkwn,5161.703721,0.000561,1096,
Unkwn,5161.798002,0.000356,644,
Unkwn,5161.920453,0.000215,812,
ThI,5162.977275,0.000153,246257,5162.977330
Unkwn,5163.079462,0.000654,2661,
Unkwn,5163.144228,0.000699,1392,
ArI,5163.723767,0.000159,700969,5163.722163
ThI,5163.993911,0.000183,9007,5163.990870
Unkwn,5164.110257,0.000528,2353,
ArII,5164.184085,0.000184,23226,5164.184425
Unkwn,5164.398249,0.000353,1055,
ThI,5164.676175,0.000161,4472,5164.674270
ThI,5164.896339,0.000147,574443,5164.896687
ThI,5165.547959,0.000159,7899,5165.547667
ThI,5165.642380,0.000162,5307,5165.641886
ThI,5165.840011,0.000226,20292,5165.839941
Unkwn,5165.897247,0.001003,2836,
ThI,5166.416061,0.000201,5638,5166.414339
ThI,5166.497552,0.000160,14224,5166.497192
ThI,5167.045680,0.000246,5779,5167.046212
ArII,5167.211862,0.000163,84832,5167.211721
Unkwn,5168.456788,0.000169,1090,
Unkwn,5168.546684,0.000463,1198,
Unkwn,5168.648014,0.000240,1382,
Contam,5168.762018,0.000178,2149,5168.761911
Unkwn,5169.096892,0.000181,1487,
Unkwn,5169.208622,0.000191,885,
Unkwn,5169.317422,0.000180,2260,
Unkwn,5169.462069,0.000179,1886,
Unkwn,5169.578698,0.001344,589,
Unkwn,5169.700677,0.000188,1226,
ThI,5169.831974,0.000179,9162,5169.830589
ThI,5170.025622,0.000180,34867,5170.026213
Unkwn,5170.105272,0.000229,1338,
Unkwn,5171.343437,0.000202,916,
Unkwn,5172.435274,0.000208,592,
Unkwn,5173.035551,0.000178,5544,
Unkwn,5173.111339,0.000829,1138,
Unkwn,5173.216848,0.000239,467,
Unkwn,5173.338708,0.000185,654,
Unkwn,5173.564676,0.000248,889,
ThI,5173.654650,0.000171,1688,5173.653097
Unkwn,5173.790046,0.000259,871,
ThI,5173.919999,0.000155,7360,5173.919279
Unkwn,5174.034029,0.000201,570,
Contam,5174.131125,0.000156,5251,5174.129722
Unkwn,5174.278069,0.001030,818,
ThII,5174.358081,0.000199,2732,5174.358254
Unkwn,5174.515889,0.000624,654,
ThI,5175.113018,0.000153,76250,5175.112534
ThI,5175.282259,0.000154,10066,5175.282309
Unkwn,5175.350824,0.000801,809,
ThI,5175.681421,0.000153,15951,5175.683826
ThI,5175.811512,0.000153,25833,5175.811097
Unkwn,5176.018777,0.001842,1186,
Unkwn,5176.091637,0.000465,3251,
NoID,5176.240648,0.000152,42078,5176.240052
Unkwn,5176.376843,0.001034,717,
Unkwn,5176.497376,0.000371,831,
ThI,5176.766637,0.000152,156442,5176.766222
Unkwn,5176.854812,0.000597,1572,
Unkwn,5176.938643,0.000782,1037,
Unkwn,5177.114809,0.000173,857,
ThI,5177.353390,0.000151,41096,5177.353077
ArII,5177.671650,0.000151,85146,5177.670709
ThI,5177.845355,0.000151,78722,5177.845478
ThI,5178.916631,0.000402,12980,5178.917862
Unkwn,5178.976694,0.000182,57968,
ThI,5179.065377,0.000150,71311,5179.064846
ThI,5179.923219,0.000149,25802,5179.922323
ThI,5180.586960,0.000150,6086,5180.586436
Unkwn,5181.347882,0.000162,1029,
Unkwn,5181.441290,0.000186,478,
ThI,5182.164343,0.000148,15338,5182.163757
Unkwn,5182.751421,0.000183,485,
NoID,5182.891973,0.000151,2394,5182.895225
NoID,5182.998098,0.000148,5286,5183.003939
NoID,5183.115970,0.000152,1833,5183.114297
NoID,5183.845530,0.000151,2372,5183.844420
ThII,5183.970624,0.000146,20408,5183.970293
Unkwn,5184.751253,0.009737,1541,
Unkwn,5184.785365,0.000780,10280,
Contam,5185.050301,0.000147,4506,5185.048066
ThII,5185.433984,0.000145,24374,5185.433379
ThI,5185.897873,0.000145,47626,5185.897278
Unkwn,5186.085455,0.000573,2043,
ThII,5186.175297,0.000196,7255,5186.175399
ThI,5186.253348,0.000501,1715,5186.249849
Unkwn,5186.332620,0.000327,1489,
Unkwn,5186.427487,0.000188,528,
Unkwn,5187.107505,0.000157,909,
Unkwn,5187.537827,0.001082,500,
Unkwn,5187.623036,0.001853,1060,
Unkwn,5187.677185,0.001203,1246,
ThI,5187.857404,0.000143,62800,5187.857589
Unkwn,5187.980132,0.000207,395,
Unkwn,5188.296046,0.000224,693,
ThI,5188.611988,0.000143,25472,5188.612283
ThI,5188.782175,0.000142,235052,5188.782084
ThII,5188.912573,0.000142,24375,5188.912396
ThII,5189.810904,0.000142,8269,5189.810494
NoID,5190.287331,0.000143,4099,5190.288269
ThI,5190.457112,0.000316,4743,5190.455377
Unkwn,5190.512638,0.001127,840,
ThII,5192.316741,0.000140,39991,5192.317576
ArII,5192.809262,0.000140,15871,5192.811263
Unkwn,5192.903504,0.001188,1515,
ThIII,5192.979207,0.001734,912,5192.977833
Unkwn,5193.044254,0.001094,934,
NoID,5194.634159,0.000150,1224,5194.635782
ThI,5194.853872,0.000141,3341,5194.853851
ThII,5195.271826,0.000137,96136,5195.271960
ThI,5195.392637,0.000137,21642,5195.392207
Unkwn,5195.489796,0.000249,3728,
Unkwn,5195.590246,0.000184,749,
Unkwn,5195.692898,0.000447,985,
ThI,5195.903754,0.000136,237405,5195.904162
Unkwn,5196.084063,0.002653,498,
Unkwn,5196.130869,0.001671,786,
Unkwn,5196.270488,0.000139,7833,
Unkwn,5196.383085,0.000142,3045,
Unkwn,5196.722758,0.000898,1064,
Unkwn,5196.791220,0.000814,1288,
Unkwn,5197.028081,0.000162,1916,
ThI,5197.260187,0.000135,585055,5197.260489
NoID,5197.891932,0.000167,2676,5197.891770
Unkwn,5197.966568,0.001800,702,
Unkwn,5198.021154,0.001499,886,
Unkwn,5198.197841,0.000301,340,
Unkwn,5198.318991,0.000154,895,
Unkwn,5198.574152,0.000235,717,
ThI,5198.682989,0.000134,25511,5198.683277
Unkwn,5198.914927,0.000205,547,
ThI,5199.025873,0.000143,1507,5199.026291
Unkwn,5199.137850,0.004324,716,
Unkwn,5199.174562,0.012792,491,
Unkwn,5199.611986,0.001675,610,
Unkwn,5199.669488,0.003311,396,
ThI,5200.773996,0.000132,214917,5200.774549
Unkwn,5201.877046,0.000148,1459,
ThI,5203.457782,0.000191,26051,5203.457260
Unkwn,5203.566995,0.000477,1440,
ArII,5203.642740,0.000203,5936,5203.641762
Unkwn,5204.683420,0.000199,1350,
Unkwn,5205.090125,0.000196,897,
NoID,5205.295895,0.000180,29189,5205.296964
ThII,5206.439795,0.000178,2586,5206.439843
ThI,5206.602273,0.000171,76410,5206.601623
NoID,5207.015072,0.000133,3618,5207.013247
ThII,5207.945456,0.000166,42606,5207.945341
ThII,5208.112236,0.000167,14751,5208.112314
ThI,5208.249125,0.000166,12553,5208.249296
ThI,5208.535154,0.000402,3118,5208.533401
Unkwn,5208.608577,0.000447,3234,
NoID,5208.926856,0.000169,3036,5208.929973
ThI,5209.118765,0.000165,4198,5209.117930
ThI,5209.251801,0.000162,20259,5209.251600
Unkwn,5209.510227,0.000493,5327,
Unkwn,5209.588491,0.002024,790,
Contam,5209.873881,0.000165,2777,5209.875185
ThI,5211.175313,0.000153,223503,5211.175161
ThI,5211.636389,0.000547,2267,5211.635882
NoID,5211.702707,0.000348,4588,5211.702699
Unkwn,5211.938461,0.000160,26675,
ThI,5212.681596,0.000146,1002130,5212.681470
ThII,5213.028489,0.000937,1286,5213.029132
Unkwn,5213.104939,0.000982,1209,
ThI,5213.798834,0.000167,4183,5213.798372
ThI,5214.133786,0.000186,3778,5214.133677
ThI,5214.800733,0.000164,293586,5214.800746
ThI,5214.937256,0.000171,32374,5214.938161
Unkwn,5215.209311,0.000153,1619,
Unkwn,5215.461451,0.000197,1136,
Unkwn,5215.545302,0.001488,611,
ThII,5215.612556,0.000261,7493,5215.613134
Unkwn,5216.221302,0.000212,47196,
Unkwn,5216.257349,0.011055,3184,
Unkwn,5216.820206,0.000211,524,
Unkwn,5217.217591,0.000159,3512,
Unkwn,5217.735697,0.000157,18666,
Unkwn,5217.845278,0.001016,1210,
ThII,5218.048997,0.000155,100490,5218.049069
Unkwn,5218.144000,0.000309,4802,
ArII,5218.266008,0.000155,32219,5218.266004
Unkwn,5218.646035,0.000361,1321,
ThI,5218.733339,0.000424,1968,5218.729205
ThII,5219.980776,0.000154,29049,5219.980006
ThI,5220.563347,0.000153,483382,5220.563019
Unkwn,5220.743025,0.000275,13485,
Unkwn,5220.815333,0.000365,6237,
Unkwn,5221.049794,0.000156,4161,
ThII,5221.418482,0.000159,1837,5221.418017
NoID,5221.761157,0.000154,6787,5221.761883
ThI,5222.160597,0.000152,38641,5222.160308
ThI,5222.381022,0.000152,74480,5222.379931
ArI,5222.725835,0.000152,347294,5222.724360
ArII,5223.316301,0.000152,17322,5223.315762
ThI,5223.716883,0.000152,6552,5223.716798
ThI,5224.220268,0.000152,4171,5224.220187
Unkwn,5224.354353,0.000151,12134,
Unkwn,5225.514057,0.001760,370,
ThII,5225.576345,0.000280,3972,5225.577085
ThI,5226.151113,0.000155,1650,5226.150560
Unkwn,5226.466148,0.000640,1110,
Unkwn,5226.531862,0.000921,624,
ThI,5226.977276,0.000510,3131,5226.975477
ThII,5227.037847,0.000592,2340,5227.037853
NoID,5227.110984,0.000396,2861,5227.110066
ThI,5227.213462,0.000155,1701,5227.216162
Unkwn,5227.323742,0.000219,365,
Unkwn,5227.413636,0.000173,706,
NoID,5227.540382,0.000153,1965,5227.544669
Unkwn,5228.321071,0.000161,1040,
ThI,5228.535136,0.000155,2814,5228.538476
Unkwn,5228.644330,0.000147,24837,
ThI,5228.919842,0.000150,3281,5228.918961
Unkwn,5229.100635,0.000157,1106,
Unkwn,5229.357605,0.000157,1343,
Unkwn,5229.488523,0.000338,501,
ThI,5229.680194,0.000146,92669,5229.680098
Unkwn,5229.797479,0.000351,2789,
ThI,5230.450717,0.000146,22582,5230.450840
Unkwn,5230.595662,0.000480,470,
NoID,5231.249930,0.000371,5144,5231.250488
Unkwn,5231.317626,0.000221,13282,
Unkwn,5231.466458,0.000176,840,
ArII,5231.956552,0.000145,8332,5231.958679
ThI,5233.734080,0.000634,3118,5233.734035
ThI,5233.798814,0.000314,6619,5233.798133
Unkwn,5233.861081,0.000797,934,
Unkwn,5233.962733,0.000427,1547,
Unkwn,5234.101391,0.000252,418,
Unkwn,5234.194578,0.000184,598,
