Row,Name,Intensity,Wavelength Ang,Stage,Comment
23500,Neon,10,5656.659,I,yes
23501,Neon,5,5719.225,I,yes
23502,Neon,12,5748.298,I,yes
23503,Neon,80,5764.419,I,yes
23504,Neon,12,5804.450,I,yes
23505,Neon,40,5820.156,I,yes
23506,Neon,500,5852.488,I,yes
23507,Neon,100,5872.828,I,yes
23508,Neon,100,5881.895,I,yes
23509,Neon,60,5902.462,I,yes
23510,Neon,60,5906.429,I,yes
23511,Neon,100,5944.834,I,yes
23512,Neon,100,5965.471,I,yes
23513,Neon,100,5974.627,I,yes
23514,Neon,120,5975.534,I,yes
23515,Neon,80,5987.907,I,yes
23516,Neon,100,6029.997,I,yes
23517,Neon,100,6074.338,I,yes
23518,Neon,80,6096.163,I,yes
23519,Neon,60,6128.450,I,yes
23520,Neon,100,6143.063,I,yes
23521,Neon,120,6163.594,I,yes
23522,Neon,250,6182.146,I,yes
23523,Neon,150,6217.281,I,yes
23524,Neon,150,6266.495,I,yes
23525,Neon,60,6304.789,I,yes
23526,Neon,100,6334.428,I,yes
23527,Neon,120,6382.992,I,yes
23528,Neon,200,6402.246,I,yes
23529,Neon,150,6506.528,I,yes
23530,Neon,60,6532.882,I,yes
23531,Neon,150,6598.953,I,yes
23532,Neon,70,6652.093,I,yes
23533,Neon,90,6678.276,I,yes
23534,Neon,20,6717.043,I,yes
23535,Neon,100,6929.467,I,yes
23536,Neon,90,7024.050,I,yes
23537,Neon,100,7032.413,I,yes
23538,Neon,50,7051.292,I,yes
23539,Neon,80,7059.107,I,yes
23540,Neon,100,7173.938,I,yes
23541,Neon,150,7213.20,II,yes
23542,Neon,150,7235.19,II,yes
23543,Neon,100,7245.167,I,yes
23544,Neon,150,7343.94,II,yes
23545,Neon,40,7472.439,I,yes
23546,Neon,90,7488.871,I,yes
23547,Neon,100,7492.10,II,yes
23548,Neon,150,7522.82,II,yes
23549,Neon,80,7535.774,I,yes
23550,Neon,60,7544.044,I,yes
23551,Neon,100,7724.628,I,yes
23552,Neon,120,7740.74,II,yes
23553,Neon,300,7839.055,I,yes
23554,Neon,120,7926.20,II,yes
23555,Neon,400,7927.118,I,yes
23556,Neon,700,7936.996,I,yes
23557,Neon,2000,7943.181,I,yes
23558,Neon,2000,8082.458,I,yes
23559,Neon,100,8084.34,II,yes
23560,Neon,1000,8118.549,I,yes
23561,Neon,600,8128.911,I,yes
23562,Neon,3000,8136.406,I,yes
23563,Neon,2500,8259.379,I,yes
23564,Neon,100,8264.81,II,yes
23565,Neon,2500,8266.077,I,yes
23566,Neon,800,8267.117,I,yes
23567,Neon,6000,8300.326,I,yes
23568,Neon,100,8315.00,II,yes
23569,Neon,1500,8365.749,I,yes
23570,Neon,100,8372.11,II,yes
23571,Neon,8000,8377.606,I,yes
23572,Neon,1000,8417.159,I,yes
23573,Neon,4000,8418.427,I,yes
23574,Neon,1500,8463.358,I,yes
23575,Neon,800,8484.444,I,yes
23576,Neon,5000,8495.360,I,yes
23577,Neon,600,8544.696,I,yes
23578,Neon,1000,8571.352,I,yes
23579,Neon,4000,8591.259,I,yes
23580,Neon,6000,8634.647,I,yes
23581,Neon,3000,8647.041,I,yes
23582,Neon,15000,8654.383,I,yes
23583,Neon,4000,8655.522,I,yes
23584,Neon,100,8668.26,II,yes
23585,Neon,5000,8679.492,I,yes
23586,Neon,5000,8681.921,I,yes
23587,Neon,2000,8704.112,I,yes
23588,Neon,4000,8771.656,I,yes
23589,Neon,12000,8780.621,I,yes
23590,Neon,10000,8783.753,I,yes
23591,Neon,500,8830.907,I,yes
23592,Neon,7000,8853.867,I,yes
23593,Neon,1000,8865.306,I,yes
23594,Neon,1000,8865.755,I,yes
23595,Neon,3000,8919.501,I,yes
23596,Neon,2000,8988.57,I,yes
23597,Neon,100,9079.46,II,yes
23598,Neon,6000,9148.67,I,yes
23599,Neon,6000,9201.76,I,yes
23600,Neon,4000,9220.06,I,yes
23601,Neon,2000,9221.58,I,yes
23602,Neon,2000,9226.69,I,yes
23603,Neon,1000,9275.52,I,yes
23604,Neon,200,9287.56,II,yes
23605,Neon,6000,9300.85,I,yes
23606,Neon,1500,9310.58,I,yes
23607,Neon,3000,9313.97,I,yes
23608,Neon,6000,9326.51,I,yes
23609,Neon,2000,9373.31,I,yes
23610,Neon,5000,9425.38,I,yes
23611,Neon,3000,9459.21,I,yes
23612,Neon,5000,9486.68,I,yes
23613,Neon,5000,9534.16,I,yes
23614,Neon,3000,9547.40,I,yes
23615,Neon,120,9577.01,II,yes
23616,Neon,1000,9665.42,I,yes
23617,Neon,100,9808.86,II,yes
23618,Neon,800,10295.42,I,yes
23619,Neon,2000,10562.41,I,yes
23620,Neon,1500,10798.07,I,yes
23621,Neon,2000,10844.48,I,yes
23622,Neon,3000,11143.020,I,yes
23623,Neon,3500,11177.528,I,yes
23624,Neon,1600,11390.434,I,yes
23625,Neon,1100,11409.134,I,yes
23626,Neon,3000,11522.746,I,yes
23627,Neon,1500,11525.020,I,yes
23628,Neon,950,11536.344,I,yes
23629,Neon,500,11601.537,I,yes
23630,Neon,1200,11614.081,I,yes
23631,Neon,300,11688.002,I,yes
23632,Neon,2000,11766.792,I,yes
23633,Neon,1500,11789.044,I,yes
23634,Neon,500,11789.889,I,yes
23635,Neon,1000,11984.912,I,yes
23636,Neon,3000,12066.334,I,yes
23637,Neon,800,12459.389,I,yes
23638,Neon,1000,12689.201,I,yes
23639,Neon,1100,12912.014,I,yes
23640,Neon,700,13219.241,I,yes
23641,Neon,800,15230.714,I,yes
23642,Neon,400,17161.930,I,yes
23643,Neon,400,18035.80,I,yes
23644,Neon,1000,18083.21,I,yes
23645,Neon,350,18221.11,I,yes
23646,Neon,250,18227.02,I,yes
23647,Neon,2500,18276.68,I,yes
23648,Neon,2000,18282.62,I,yes
23649,Neon,1200,18303.97,I,yes
23650,Neon,250,18359.12,I,yes
23651,Neon,1200,18384.85,I,yes
23652,Neon,2000,18389.95,I,yes
