Row,Name,Intensity,Wavelength Ang,Stage,Comment
1137,Argon,70,4072.385,II,yes
1138,Argon,25,4076.628,II,yes
1139,Argon,35,4079.574,II,yes
1140,Argon,25,4082.387,II,yes
1141,Argon,150,4103.912,II,yes
1142,Argon,300,4131.724,II,yes
1143,Argon,5,4146.70,III,yes
1144,Argon,35,4156.086,II,yes
1145,Argon,400,4158.590,I,yes
1146,Argon,50,4164.180,I,yes
1147,Argon,35,4179.297,II,yes
1148,Argon,50,4181.884,I,yes
1149,Argon,100,4190.713,I,yes
1150,Argon,50,4191.029,I,yes
1151,Argon,200,4198.317,I,yes
1152,Argon,400,4200.674,I,yes
1153,Argon,25,4218.665,II,yes
1154,Argon,25,4222.637,II,yes
1155,Argon,25,4226.988,II,yes
1156,Argon,100,4228.158,II,yes
1157,Argon,100,4237.220,II,yes
1158,Argon,25,4251.185,I,yes
1159,Argon,200,4259.362,I,yes
1160,Argon,100,4266.286,I,yes
1161,Argon,70,4266.527,II,yes
1162,Argon,150,4272.169,I,yes
1163,Argon,550,4277.528,II,yes
1164,Argon,20,4282.898,II,yes
1165,Argon,100,4300.101,I,yes
1166,Argon,25,4300.650,II,yes
1167,Argon,70,4309.239,II,yes
1168,Argon,200,4331.200,II,yes
1169,Argon,50,4332.030,II,yes
1170,Argon,100,4333.561,I,yes
1171,Argon,50,4335.338,I,yes
1172,Argon,25,4345.168,I,yes
1173,Argon,800,4348.064,II,yes
1174,Argon,50,4352.205,II,yes
1175,Argon,25,4362.066,II,yes
1176,Argon,50,4367.832,II,yes
1177,Argon,200,4370.753,II,yes
1178,Argon,70,4371.329,II,yes
1179,Argon,50,4375.954,II,yes
1180,Argon,150,4379.667,II,yes
1181,Argon,50,4385.057,II,yes
1182,Argon,70,4400.097,II,yes
1183,Argon,200,4400.986,II,yes
1184,Argon,400,4426.001,II,yes
1185,Argon,150,4430.189,II,yes
1186,Argon,50,4430.996,II,yes
